Epoch,Ep_Reward
0.0,-340.8059915961374
1.0,-363.5912239708007
2.0,-709.0939557094405
3.0,-449.8748265098653
4.0,-305.41710181121294
5.0,-397.989673860872
6.0,-335.87006812717146
7.0,-637.5510572515215
8.0,-502.72574327201244
9.0,-391.77476758813856
10.0,-213.08319425189484
11.0,-513.7714468979578
12.0,-454.78640078133543
13.0,-497.64562278935387
14.0,-441.6451249277335
15.0,-432.5816995947425
16.0,-499.03347793772053
17.0,-227.71778630941816
18.0,-450.6261632223614
19.0,-331.0850577154522
20.0,-579.6441248868191
21.0,-357.7726126075394
22.0,-512.4209957197329
23.0,-377.68108105652874
24.0,-553.5887823516423
25.0,-350.37750252855005
26.0,-424.80532316887735
27.0,-512.058039427528
28.0,-316.0680086741519
29.0,-513.1222987115394
30.0,-556.0093259794182
31.0,-320.04393558902325
32.0,-627.9749090428558
33.0,-673.4268325299446
34.0,-332.3794662980739
35.0,-409.4414489985565
36.0,-576.4737457611727
37.0,-326.29080875926485
38.0,-673.3000781872818
39.0,-784.4741293381456
40.0,-560.7068221727344
41.0,-635.0143171260386
42.0,-404.2583005071345
43.0,-540.9447435863949
44.0,-532.5499152441407
45.0,-565.7733711163012
46.0,-502.9174920219615
47.0,-775.9565212638653
48.0,-395.67188216712754
49.0,-818.3611788324172
50.0,-700.2779708904492
51.0,-118.51339665574616
52.0,-105.79500033678556
53.0,-172.64022942149762
54.0,-133.01372587918775
55.0,-36.22989710296855
56.0,-153.32758147766336
57.0,-181.9791330830738
58.0,-132.5630334854025
59.0,-92.68576589154821
60.0,-138.70637639465932
61.0,-112.08076970365727
62.0,-166.56765766703978
63.0,-116.45017748130886
64.0,-105.08185725959521
65.0,-111.81314526901338
66.0,-123.10384362301727
67.0,-134.0524933852356
68.0,-189.18151930901212
69.0,-120.92164774778794
70.0,-181.37078902757628
71.0,-110.04976815804031
72.0,-128.14799579941717
73.0,-102.55831550522578
74.0,-127.72157076619874
75.0,-137.89022200242684
76.0,-117.82044858437251
77.0,-159.00326270116597
78.0,-156.34112237323433
79.0,-124.70216208377352
80.0,-116.77883138540139
81.0,-141.78953701505162
82.0,-151.29125764901795
83.0,-116.44470481431682
84.0,-167.21026072104632
85.0,-111.15340372521968
86.0,-165.08895245203132
87.0,-149.34800862101
88.0,-123.46949524342659
89.0,-133.15009203147724
90.0,-175.72348113014428
91.0,-130.39224925027116
92.0,-136.4113965138137
93.0,-100.97683667441325
94.0,12.581977999879001
95.0,-198.75891888054906
96.0,-123.81815150607278
97.0,-156.05316014326363
98.0,-134.38023121429873
99.0,-119.71277028414718
100.0,-143.0130140850863
101.0,-153.19666136007393
102.0,-102.70902062152717
103.0,-120.99920363295922
104.0,-184.9759475820461
105.0,0.9003979426021829
106.0,-150.04863728178987
107.0,-75.83864827084753
108.0,-143.81091432668265
109.0,-130.2945119633235
110.0,-144.96930074050024
111.0,-87.96475190398186
112.0,-103.78573151139565
113.0,-166.67913428006997
114.0,-135.74484566185237
115.0,-61.185930862784204
116.0,-137.74269581667872
117.0,-137.2239125095973
118.0,-138.26633903166913
119.0,-187.1559822006227
120.0,-152.0846167489109
121.0,-125.34767307232539
122.0,-174.17577723392063
123.0,-152.86522786801584
124.0,-101.24603718452116
125.0,17.51797300613285
126.0,-117.02302386482219
127.0,-133.8413148037446
128.0,-175.06744635454766
129.0,-128.4717732129063
130.0,-104.51701697938705
131.0,-133.50700911621186
132.0,-133.60999209776244
133.0,-171.31034087859837
134.0,-149.18438493600442
135.0,3.7569335217766024
136.0,-144.23769794992145
137.0,-122.05080858379574
138.0,-210.96940945670156
139.0,-130.94816214396158
140.0,-92.27927541070491
141.0,-37.25516209648032
142.0,2.1116518022668913
143.0,-125.25453124008652
144.0,-96.65778409088628
145.0,-34.22346346343923
146.0,-163.79392015926913
147.0,-172.66367120200314
148.0,-120.23468518259108
149.0,-106.65513860893932
150.0,-121.66049943393182
151.0,-138.0927430629041
152.0,-130.020600525257
153.0,-145.81762617852362
154.0,-115.97285443747762
155.0,-120.14941577499704
156.0,-132.46555396235448
157.0,-114.98603216478361
158.0,-132.32449233707672
159.0,-92.30141989268282
160.0,-107.1092836511342
