Epoch,Ep_Reward
0.0,-343.52028018912995
1.0,-39.07955183041404
2.0,-522.2632798641764
3.0,-358.9539076442171
4.0,-346.49227395863625
5.0,-140.8748847851448
6.0,-465.4866890551678
7.0,-406.0585575111364
8.0,-22.513697762754674
9.0,-80.04835044340939
10.0,-58.51218558110814
11.0,-142.29005401076603
12.0,-212.87993262010855
13.0,-123.12816180108473
14.0,-297.49958886866784
15.0,-336.74867232811084
16.0,-436.4157166585849
17.0,-103.84845473042245
18.0,-433.73198431067794
19.0,-309.2182816922647
20.0,-10.885166483451982
21.0,-362.3206207946233
22.0,-372.9644264899263
23.0,-401.19296305124914
24.0,-319.7309483076482
25.0,-371.33755849516547
26.0,-173.96990391814296
27.0,-336.4875254224829
28.0,-275.6104578638008
29.0,-408.4376469647155
30.0,-525.3743704220257
31.0,-356.1999906882372
32.0,-241.24246957824693
33.0,-98.96215660494947
34.0,-249.4949593279956
35.0,-277.4468164247496
36.0,-514.267708784601
37.0,-388.4720700117612
38.0,35.05934838433606
39.0,-238.40741338358202
40.0,-345.65719004830817
41.0,-321.35335039529775
42.0,-386.6288359891294
43.0,-351.34566085657605
44.0,-378.0973369794844
45.0,-120.1392118601149
46.0,-235.60313847109973
47.0,-239.91174629902576
48.0,-184.42384774632188
49.0,-139.52808956512763
50.0,-210.73496400762198
51.0,-303.4120914868024
52.0,-54.310791811499755
53.0,-378.77277144131597
54.0,-380.62892923603704
55.0,-181.56007556972781
56.0,-84.32884755697275
57.0,-72.34265979097539
58.0,-107.97022474319967
59.0,-66.46437651802128
60.0,-414.85537105609563
61.0,-128.8231893060789
62.0,-262.87970747504534
63.0,-118.81880525605652
64.0,-71.36325789926029
65.0,-317.94684513940445
66.0,-140.4730362146459
67.0,-70.0516378525289
68.0,-85.22965205106111
69.0,-153.1600753987277
70.0,-199.03325409371928
71.0,-183.69962828051843
72.0,-383.7148264122049
73.0,-359.61845177821465
74.0,-223.74517460446276
75.0,-61.795749456142
76.0,-294.0285497057817
77.0,-63.65271927042614
78.0,-460.36739889116143
79.0,-297.07354740474614
80.0,-313.1016596212867
81.0,-364.353711192488
82.0,-94.47226357811057
83.0,-142.946577917823
84.0,-154.39964745155248
85.0,-80.92977920300319
86.0,-300.2479126870051
87.0,-221.88917402265324
88.0,-349.6585958351377
89.0,-355.0614986316556
90.0,-350.4034614546025
91.0,-162.9899368333293
92.0,-174.6263465141248
93.0,-409.28762024893473
94.0,-84.28836275606035
95.0,-485.33650480781125
96.0,-259.03607242132296
97.0,-330.07477854190745
98.0,-313.861579342173
99.0,-343.8317532807239
100.0,-195.7928510578674
101.0,-68.92337262092624
102.0,-307.3553116906715
103.0,-76.51158955891572
104.0,-157.1954544023248
105.0,-76.9483921691301
106.0,-323.3907880404238
107.0,-8.690892837785896
108.0,-167.76102744128787
109.0,-89.27406438029192
110.0,-62.197654045300304
111.0,-116.53109983640803
112.0,-500.7868806278592
113.0,-106.00179461116126
114.0,-282.63818825603687
115.0,-295.44333271866174
116.0,-376.6971748055867
117.0,-332.25828840424856
118.0,-135.12808520058252
119.0,-123.64931067645011
120.0,-213.7057161267128
121.0,-93.21728477938605
122.0,-101.22177359592416
123.0,-411.98725014444886
124.0,-218.82191676854876
125.0,-272.2162157145702
126.0,-172.1903290139182
127.0,-110.2567359876887
128.0,-136.7062381832177
129.0,-94.3994887170002
130.0,-61.65571241851845
131.0,-80.85750244996628
132.0,-114.70349341297027
133.0,-97.41895247587253
134.0,-443.0196349341057
135.0,-174.24024581900008
136.0,-152.94054980262888
137.0,-313.5696820776292
138.0,-135.22463852323656
139.0,-556.6719936888014
140.0,-203.62496510571376
141.0,-48.98073986928423
142.0,-396.9955035236312
143.0,-95.69512938608854
144.0,-57.12404241171904
145.0,-233.7474416804361
146.0,-123.36998455118933
147.0,-134.61917109591525
148.0,-353.20443110845844
149.0,-363.52308406506074
150.0,-50.50294506631923
151.0,-435.57973118414964
152.0,-77.13551331232362
153.0,-276.2345314573156
154.0,-97.79004554628999
155.0,-68.56176020508167
156.0,-168.2183494362364
157.0,-86.94759505490651
158.0,-177.35902678445882
159.0,-223.7660519664744
160.0,-119.63230219470316
161.0,-59.95458245290786
162.0,-129.14313899245278
163.0,-314.0948066242544
164.0,-357.42318119004346
165.0,-71.05717256043864
166.0,-53.416113380786314
167.0,-194.12233540001623
168.0,-258.30980648693867
169.0,-398.5062916927168
170.0,-153.28018018167762
171.0,-86.0314995416119
172.0,-178.48183640117412
173.0,-170.8975156106246
174.0,-118.44675846142117
175.0,-63.015052571145795
176.0,-172.63288076703577
177.0,-362.9580406692777
178.0,-231.40791775203465
179.0,-106.71925790155154
180.0,-133.23585225139206
181.0,-115.02118964544724
182.0,-108.05235778874604
183.0,-96.43021502853396
184.0,-88.6407021415787
185.0,-92.17258576268188
186.0,-140.6518075832667
187.0,-91.90397019653653
188.0,-75.66603250431237
189.0,-88.99244699283717
190.0,-83.92735326560552
191.0,-321.7194599480904
192.0,-182.314151324626
193.0,-108.09985782674639
194.0,-223.15390052602794
195.0,-90.7424816987755
196.0,-160.7394141846333
197.0,-120.85017230182399
198.0,-117.10795621027643
199.0,-275.84949065166495
200.0,-87.99104030158989
201.0,5.436536222038001
202.0,-305.81710003634174
203.0,-263.0797213266086
204.0,-158.19847612603132
205.0,-126.30014597675803
206.0,-105.41991785147391
207.0,-43.30790102409276
208.0,-171.69411282868325
209.0,-243.31162524838595
210.0,-94.34289279905447
211.0,-75.4966508803659
212.0,-138.36427370428356
213.0,-87.80105512440872
214.0,-147.4517335553441
215.0,-180.60965612041278
216.0,-269.26015828494957
217.0,1.5508993015453143
218.0,-91.46639648863709
219.0,-163.31983214877562
220.0,-246.63182431212655
221.0,-92.28944236055916
222.0,-109.04878432590712
223.0,-81.70772017590576
224.0,-56.00532139813758
225.0,-121.99791985442266
226.0,-112.67888190523348
227.0,-156.44289004828545
228.0,-47.523726413948054
229.0,-119.88642231846907
230.0,-155.22208948881854
231.0,-49.71859721299714
232.0,-229.5725334001251
233.0,-184.7792071930984
234.0,-150.40028660505277
235.0,-242.72563683668577
236.0,-114.05818042571403
237.0,-100.70043874504907
238.0,-133.43789506907515
239.0,-151.28319166921997
240.0,-93.34535433901318
241.0,-45.606308631197464
242.0,-367.15086107748897
243.0,-218.66754260440223
244.0,-213.36601717709647
245.0,-69.50803596031014
246.0,-39.92788214119193
247.0,-192.68358381020693
248.0,-150.65572464919384
249.0,-165.9361990219978
250.0,-170.7878313038636
251.0,-117.90549358099146
252.0,-119.60568741749378
253.0,-265.0183829864216
254.0,-123.51135760368692
255.0,-140.94465413821626
256.0,-252.325385267025
257.0,-134.95986848118616
258.0,-184.33406669167675
259.0,-81.28231405335633
260.0,-94.03118552486117
261.0,-110.83637143381813
262.0,-36.06177437519001
263.0,-76.41370191171451
264.0,-84.02541811928307
265.0,-263.8397520996938
266.0,-164.63673591009098
267.0,-99.57601532913799
268.0,-197.51852864538256
269.0,-81.70925129435176
270.0,-141.9381261820235
